date,rank,track,artist,bb_last_week,bb_peak,bb_woc
2/3/2024,16,Fast Car,Luke Combs,15,2,44
2/3/2024,17,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,17,1,13
2/3/2024,18,White Horse,Chris Stapleton,21,12,27
2/3/2024,19,Never Lose Me,Flo Milli,37,19,6
2/3/2024,20,La Diabla,Xavi,24,20,6
2/3/2024,21,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,22,11,16
2/3/2024,22,Igual Que Un Angel,Kali Uchis & Peso Pluma,23,22,2
2/3/2024,23,What Was I Made For?,Billie Eilish,20,14,27
2/3/2024,24,Everybody,Nicki Minaj Featuring Lil Uzi Vert,28,24,7
2/3/2024,25,Houdini,Dua Lipa,29,11,11
2/3/2024,26,Pretty Little Poison,Warren Zeiders,36,26,20
2/3/2024,27,Flowers,Miley Cyrus,27,1,49
2/3/2024,28,Lil Boo Thang,Paul Russell,26,14,19
2/3/2024,29,FTCU,Nicki Minaj,25,15,7
2/3/2024,30,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",10,10,2
2/3/2024,31,Where The Wild Things Are,Luke Combs,52,31,10
2/3/2024,32,Fukumean,Gunna,32,4,30
2/3/2024,33,Need A Favor,Jelly Roll,34,13,41
2/3/2024,34,First Person Shooter,Drake Featuring J. Cole,38,1,16
2/3/2024,35,Wild Ones,Jessie Murph & Jelly Roll,44,35,16
2/3/2024,36,Dance The Night,Dua Lipa,39,6,30
2/3/2024,37,Feather,Sabrina Carpenter,53,37,8
2/3/2024,38,Vampire,Olivia Rodrigo,42,1,27
2/3/2024,39,World On Fire,Nate Smith,30,21,13
2/3/2024,40,My Love Mine All Mine,Mitski,46,26,18
2/3/2024,41,Surround Sound,JID Featuring 21 Savage & Baby Tate,50,40,11
2/3/2024,42,Good Good,"Usher, Summer Walker & 21 Savage",48,25,24
2/3/2024,43,Save Me,Jelly Roll With Lainey Wilson,41,19,29
2/3/2024,44,Made For Me,Muni Long,93,44,2
2/3/2024,45,Strangers,Kenya Grace,54,42,19
2/3/2024,46,La Victima,Xavi,55,46,6
2/3/2024,47,Exes,Tate McRae,47,34,10
2/3/2024,48,Truck Bed,HARDY,49,36,32
2/3/2024,49,On My Mama,Victoria Monet,51,35,19
2/3/2024,50,The Painter,Cody Johnson,56,43,16
2/3/2024,51,Murder On The Dancefloor,Sophie Ellis-Bextor,58,51,4
2/3/2024,52,N.H.I.E.,21 Savage & Doja Cat,19,19,2
2/3/2024,53,Bellakeo,Peso Pluma & Anitta,62,53,6
2/3/2024,54,Get Him Back!,Olivia Rodrigo,61,11,20
2/3/2024,55,All Of Me,21 Savage,18,18,2
2/3/2024,56,Harley Quinn,Fuerza Regida & Marshmello,65,40,12
2/3/2024,57,Prove It,21 Savage & Summer Walker,43,43,2
2/3/2024,58,No Caller ID,Megan Moroney,-,58,1
2/3/2024,59,Burn It Down,Parker McCollum,60,52,14
2/3/2024,60,You Broke My Heart,Drake,63,11,10
2/3/2024,61,Soak City,310babii,75,61,6
2/3/2024,62,Act II: Date @ 8,4batz Featuring Drake,76,62,3
2/3/2024,63,Should've Wore A Bonnet,21 Savage & Brent Faiyaz,40,40,2
2/3/2024,64,IDGAF,Drake Featuring Yeat,68,2,16
2/3/2024,65,500lbs,Lil Tecca,71,51,18
2/3/2024,66,Monaco,Bad Bunny,64,5,15
2/3/2024,67,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",73,61,5
2/3/2024,68,Man Made A Bar,Morgan Wallen Featuring Eric Church,74,15,18
2/3/2024,69,Different 'Round Here,Riley Green Featuring Luke Combs,72,60,8
2/3/2024,70,Skin And Bones,David Kushner,-,70,1
2/3/2024,71,Sneaky,21 Savage,33,33,2
2/3/2024,72,I Can Feel It,Kane Brown,77,59,4
2/3/2024,73,23,Chayce Beckham,79,64,4
2/3/2024,74,02.02.99,That Mexican OT,88,74,2
2/3/2024,75,Mmhmm,BigXthaPlug,80,65,5
2/3/2024,76,Dangerous,"21 Savage, Lil Durk & Metro Boomin",35,35,2
2/3/2024,77,FE!N,Travis Scott Featuring Playboi Carti,86,5,13
2/3/2024,78,El Amor de Su Vida,Grupo Frontera & Grupo Firme,82,67,20
2/3/2024,79,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,83,61,17
2/3/2024,80,Pop Ur Sht,"21 Savage, Young Thug & Metro Boomin",31,31,2
2/3/2024,81,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,81,67,6
2/3/2024,82,Y Lloro,Junior H,90,79,5
2/3/2024,83,Perro Negro,Bad Bunny & Feid,91,20,12
2/3/2024,84,Wondering Why,The Red Clay Strays,84,71,5
2/3/2024,85,Standing Next To You,Jung Kook,87,5,12
2/3/2024,86,Coal,Dylan Gossett,99,86,3
2/3/2024,87,Northern Attitude,Noah Kahan With Hozier,95,37,8
2/3/2024,88,Segun Quien,Maluma & Carin Leon,92,65,17
2/3/2024,89,Oklahoma Smokeshow,Zach Bryan,89,72,14
2/3/2024,90,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,96,55,4
2/3/2024,91,Can't Catch Me Now,Olivia Rodrigo,85,56,12
2/3/2024,92,My Eyes,Travis Scott,97,19,8
2/3/2024,93,Virginia Beach,Drake,98,3,14
2/3/2024,94,First Love,Oscar Ortiz X Edgardo Nunez,-,94,1
2/3/2024,95,Worth It,Offset & Don Toliver,-,92,2
2/3/2024,96,Sensational,Chris Brown Featuring Davido & Lojay,-,96,1
2/3/2024,97,When It Comes To You,Fridayy,-,97,2
2/3/2024,98,IDGAF,"Tee Grizzley, Mariah The Scientist & Chris Brown",-,98,2
2/3/2024,99,Save Me The Trouble,Dan + Shay,78,38,13
2/3/2024,100,Red Sky,"21 Savage, Tommy Newport & Mikky Ekko",57,57,2
2/10/2024,1,Hiss,Megan Thee Stallion,-,1,1
2/10/2024,2,Lovin On Me,Jack Harlow,1,1,12
2/10/2024,3,Cruel Summer,Taylor Swift,2,1,39
2/10/2024,4,Lose Control,Teddy Swims,4,4,25
2/10/2024,5,Greedy,Tate McRae,3,3,20
2/10/2024,6,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,5,1,23
2/10/2024,7,Agora Hills,Doja Cat,7,7,19
2/10/2024,8,Beautiful Things,Benson Boone,15,8,2
2/10/2024,9,Redrum,21 Savage,10,5,3
2/10/2024,10,Snooze,SZA,9,2,59
2/10/2024,11,Water,Tyla,11,7,18
2/10/2024,12,Stick Season,Noah Kahan,13,12,18
2/10/2024,13,Paint The Town Red,Doja Cat,8,1,26
2/10/2024,14,Last Night,Morgan Wallen,12,1,53
2/10/2024,15,Thinkin' Bout Me,Morgan Wallen,14,7,48
2/10/2024,16,Facts,Tom MacDonald X Ben Shapiro,-,16,1
2/10/2024,17,"Yes, And?",Ariana Grande,6,1,3
2/10/2024,18,Never Lose Me,Flo Milli,19,18,7
2/10/2024,19,Selfish,Justin Timberlake,-,19,1
2/10/2024,20,Fast Car,Luke Combs,16,2,45
2/10/2024,21,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,17,1,14
2/10/2024,22,La Diabla,Xavi,20,20,7
2/10/2024,23,Big Foot,Nicki Minaj,-,23,1
2/10/2024,24,Spin You Around (1/24),Morgan Wallen,-,24,1
2/10/2024,25,White Horse,Chris Stapleton,18,12,28
2/10/2024,26,Everybody,Nicki Minaj Featuring Lil Uzi Vert,24,24,8
2/10/2024,27,Pretty Little Poison,Warren Zeiders,26,26,21
2/10/2024,28,Made For Me,Muni Long,44,28,3
2/10/2024,29,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,21,11,17
2/10/2024,30,Houdini,Dua Lipa,25,11,12
2/10/2024,31,What Was I Made For?,Billie Eilish,23,14,28
2/10/2024,32,Flowers,Miley Cyrus,27,1,50
2/10/2024,33,Where The Wild Things Are,Luke Combs,31,31,11
2/10/2024,34,Igual Que Un Angel,Kali Uchis & Peso Pluma,22,22,3
2/10/2024,35,Wild Ones,Jessie Murph & Jelly Roll,35,35,17
2/10/2024,36,Feather,Sabrina Carpenter,37,36,9
2/10/2024,37,Think U The Shit (Fart),Ice Spice,-,37,1
2/10/2024,38,Lil Boo Thang,Paul Russell,28,14,20
2/10/2024,39,Fukumean,Gunna,32,4,31
2/10/2024,40,FTCU,Nicki Minaj,29,15,8
2/10/2024,41,Need A Favor,Jelly Roll,33,13,42
2/10/2024,42,Good Good,"Usher, Summer Walker & 21 Savage",42,25,25
2/10/2024,43,Dance The Night,Dua Lipa,36,6,31
2/10/2024,44,The Painter,Cody Johnson,50,43,17
2/10/2024,45,First Person Shooter,Drake Featuring J. Cole,34,1,17
2/10/2024,46,Vampire,Olivia Rodrigo,38,1,28
2/10/2024,47,Surround Sound,JID Featuring 21 Savage & Baby Tate,41,40,12
2/10/2024,48,World On Fire,Nate Smith,39,21,14
2/10/2024,49,Save Me,Jelly Roll With Lainey Wilson,43,19,30
2/10/2024,50,On My Mama,Victoria Monet,49,35,20
2/10/2024,51,Truck Bed,HARDY,48,36,33
2/10/2024,52,My Love Mine All Mine,Mitski,40,26,19
2/10/2024,53,La Victima,Xavi,46,46,7
2/10/2024,54,Exes,Tate McRae,47,34,11
2/10/2024,55,Strangers,Kenya Grace,45,42,20
2/10/2024,56,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",30,10,3
2/10/2024,57,Murder On The Dancefloor,Sophie Ellis-Bextor,51,51,5
2/10/2024,58,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",67,58,6
2/10/2024,59,Act II: Date @ 8,4batz Featuring Drake,62,59,4
2/10/2024,60,Burn It Down,Parker McCollum,59,52,15
2/10/2024,61,You Broke My Heart,Drake,60,11,11
2/10/2024,62,Harley Quinn,Fuerza Regida & Marshmello,56,40,13
2/10/2024,63,Bellakeo,Peso Pluma & Anitta,53,53,7
2/10/2024,64,Man Made A Bar,Morgan Wallen Featuring Eric Church,68,15,19
2/10/2024,65,IDGAF,Drake Featuring Yeat,64,2,17
2/10/2024,66,Different 'Round Here,Riley Green Featuring Luke Combs,69,60,9
2/10/2024,67,Monaco,Bad Bunny,66,5,16
2/10/2024,68,500lbs,Lil Tecca,65,51,19
2/10/2024,69,Soak City,310babii,61,61,7
2/10/2024,70,Prove It,21 Savage & Summer Walker,57,43,3
2/10/2024,71,N.H.I.E.,21 Savage & Doja Cat,52,19,3
2/10/2024,72,All Of Me,21 Savage,55,18,3
2/10/2024,73,I Can Feel It,Kane Brown,72,59,5
2/10/2024,74,Praise Jah In The Moonlight,YG Marley,-,74,1
2/10/2024,75,23,Chayce Beckham,73,64,5
2/10/2024,76,Should've Wore A Bonnet,21 Savage & Brent Faiyaz,63,40,3
2/10/2024,77,Home,Good Neighbours,-,77,1
2/10/2024,78,Mmhmm,BigXthaPlug,75,65,6
2/10/2024,79,One Call,Rich Amiri,-,79,1
2/10/2024,80,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,81,67,7
2/10/2024,81,FE!N,Travis Scott Featuring Playboi Carti,77,5,14
2/10/2024,82,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,79,61,18
2/10/2024,83,Perro Negro,Bad Bunny & Feid,83,20,13
2/10/2024,84,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,90,55,5
2/10/2024,85,Y Lloro,Junior H,82,79,6
2/10/2024,86,Oklahoma Smokeshow,Zach Bryan,89,72,15
2/10/2024,87,Coal,Dylan Gossett,86,86,4
2/10/2024,88,No Caller ID,Megan Moroney,58,58,2
2/10/2024,89,Creek Will Rise,Conner Smith,-,89,1
2/10/2024,90,Wondering Why,The Red Clay Strays,84,71,6
2/10/2024,91,First Love,Oscar Ortiz X Edgardo Nunez,94,91,2
2/10/2024,92,La Intencion,Christian Nodal & Peso Pluma,-,92,1
2/10/2024,93,02.02.99,That Mexican OT,74,74,3
2/10/2024,94,Standing Next To You,Jung Kook,85,5,13
2/10/2024,95,Sneaky,21 Savage,71,33,3
2/10/2024,96,Wildflowers And Wild Horses,Lainey Wilson,-,96,2
2/10/2024,97,Northern Attitude,Noah Kahan With Hozier,87,37,9
2/10/2024,98,All I Need Is You,Chris Janson,-,98,1
2/10/2024,99,My Eyes,Travis Scott,92,19,9
2/10/2024,100,Worth It,Offset & Don Toliver,95,92,3
2/17/2024,1,Lovin On Me,Jack Harlow,2,1,13
2/17/2024,2,Lose Control,Teddy Swims,4,2,26
2/17/2024,3,Beautiful Things,Benson Boone,8,3,3
2/17/2024,4,Cruel Summer,Taylor Swift,3,1,40
2/17/2024,5,Snooze,SZA,10,2,60
2/17/2024,6,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,6,1,24
2/17/2024,7,Greedy,Tate McRae,5,3,21
2/17/2024,8,Fast Car,Luke Combs,20,2,46
2/17/2024,9,Agora Hills,Doja Cat,7,7,20
2/17/2024,10,Flowers,Miley Cyrus,32,1,51
2/17/2024,11,Stick Season,Noah Kahan,12,11,19
2/17/2024,12,Water,Tyla,11,7,19
2/17/2024,13,Hiss,Megan Thee Stallion,1,1,2
2/17/2024,14,Redrum,21 Savage,9,5,4
2/17/2024,15,Last Night,Morgan Wallen,14,1,54
2/17/2024,16,Thinkin' Bout Me,Morgan Wallen,15,7,49
2/17/2024,17,Paint The Town Red,Doja Cat,13,1,27
2/17/2024,18,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,21,1,15
2/17/2024,19,Never Lose Me,Flo Milli,18,18,8
2/17/2024,20,What Was I Made For?,Billie Eilish,31,14,29
2/17/2024,21,"Yes, And?",Ariana Grande,17,1,4
2/17/2024,22,Houdini,Dua Lipa,30,11,13
2/17/2024,23,Selfish,Justin Timberlake,19,19,2
2/17/2024,24,Pretty Little Poison,Warren Zeiders,27,24,22
2/17/2024,25,La Diabla,Xavi,22,20,8
2/17/2024,26,Where The Wild Things Are,Luke Combs,33,26,12
2/17/2024,27,Everybody,Nicki Minaj Featuring Lil Uzi Vert,26,24,9
2/17/2024,28,Made For Me,Muni Long,28,28,4
2/17/2024,29,Vampire,Olivia Rodrigo,46,1,29
2/17/2024,30,The Painter,Cody Johnson,44,30,18
2/17/2024,31,White Horse,Chris Stapleton,25,12,29
2/17/2024,32,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,29,11,18
2/17/2024,33,On My Mama,Victoria Monet,50,33,21
2/17/2024,34,Exes,Tate McRae,54,34,12
2/17/2024,35,Wild Ones,Jessie Murph & Jelly Roll,35,35,18
2/17/2024,36,Feather,Sabrina Carpenter,36,36,10
2/17/2024,37,Dance The Night,Dua Lipa,43,6,32
2/17/2024,38,Bandit,Don Toliver,-,38,1
2/17/2024,39,Need A Favor,Jelly Roll,41,13,43
2/17/2024,40,Save Me,Jelly Roll With Lainey Wilson,49,19,31
2/17/2024,41,Fukumean,Gunna,39,4,32
2/17/2024,42,Fast Car,Tracy Chapman,-,6,22
2/17/2024,43,Lil Boo Thang,Paul Russell,38,14,21
2/17/2024,44,World On Fire,Nate Smith,48,21,15
2/17/2024,45,Good Good,"Usher, Summer Walker & 21 Savage",42,25,26
2/17/2024,46,Truck Bed,HARDY,51,36,34
2/17/2024,47,First Person Shooter,Drake Featuring J. Cole,45,1,18
2/17/2024,48,Surround Sound,JID Featuring 21 Savage & Baby Tate,47,40,13
2/17/2024,49,Strangers,Kenya Grace,55,42,21
2/17/2024,50,My Love Mine All Mine,Mitski,52,26,20
2/17/2024,51,Spin You Around (1/24),Morgan Wallen,24,24,2
2/17/2024,52,Think U The Shit (Fart),Ice Spice,37,37,2
2/17/2024,53,Igual Que Un Angel,Kali Uchis & Peso Pluma,34,22,4
2/17/2024,54,FTCU,Nicki Minaj,40,15,9
2/17/2024,55,Burn It Down,Parker McCollum,60,52,16
2/17/2024,56,La Victima,Xavi,53,46,8
2/17/2024,57,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",58,57,7
2/17/2024,58,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",56,10,4
2/17/2024,59,Murder On The Dancefloor,Sophie Ellis-Bextor,57,51,6
2/17/2024,60,Praise Jah In The Moonlight,YG Marley,74,60,2
2/17/2024,61,Act II: Date @ 8,4batz Featuring Drake,59,59,5
2/17/2024,62,Turn The Lights Back On,Billy Joel,-,62,1
2/17/2024,63,Man Made A Bar,Morgan Wallen Featuring Eric Church,64,15,20
2/17/2024,64,One Call,Rich Amiri,79,64,2
2/17/2024,65,You Broke My Heart,Drake,61,11,12
2/17/2024,66,Different 'Round Here,Riley Green Featuring Luke Combs,66,60,10
2/17/2024,67,Harley Quinn,Fuerza Regida & Marshmello,62,40,14
2/17/2024,68,Get In With Me,BossMan Dlow,-,68,1
2/17/2024,69,FE!N,Travis Scott Featuring Playboi Carti,81,5,15
2/17/2024,70,Bellakeo,Peso Pluma & Anitta,63,53,8
2/17/2024,71,500lbs,Lil Tecca,68,51,20
2/17/2024,72,IDGAF,Drake Featuring Yeat,65,2,18
2/17/2024,73,I Can Feel It,Kane Brown,73,59,6
2/17/2024,74,23,Chayce Beckham,75,64,6
2/17/2024,75,Prove It,21 Savage & Summer Walker,70,43,4
2/17/2024,76,Soak City,310babii,69,61,8
2/17/2024,77,Monaco,Bad Bunny,67,5,17
2/17/2024,78,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,84,55,6
2/17/2024,79,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,80,67,8
2/17/2024,80,Home,Good Neighbours,77,77,2
2/17/2024,81,Standing Next To You,Jung Kook,94,5,14
2/17/2024,82,Perro Negro,Bad Bunny & Feid,83,20,14
2/17/2024,83,Mmhmm,BigXthaPlug,78,65,7
2/17/2024,84,Oklahoma Smokeshow,Zach Bryan,86,72,16
2/17/2024,85,My Eyes,Travis Scott,99,19,10
2/17/2024,86,Coal,Dylan Gossett,87,86,5
2/17/2024,87,A Cold Sunday,Lil Yachty,-,87,1
2/17/2024,88,All Of Me,21 Savage,72,18,4
2/17/2024,89,N.H.I.E.,21 Savage & Doja Cat,71,19,4
2/17/2024,90,Should've Wore A Bonnet,21 Savage & Brent Faiyaz,76,40,4
2/17/2024,91,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,82,61,19
2/17/2024,92,Wondering Why,The Red Clay Strays,90,71,7
2/17/2024,93,Y Lloro,Junior H,85,79,7
2/17/2024,94,Sensational,Chris Brown Featuring Davido & Lojay,-,94,2
2/17/2024,95,Wildflowers And Wild Horses,Lainey Wilson,96,95,3
2/17/2024,96,Worth It,Offset & Don Toliver,100,92,4
2/17/2024,97,Northern Attitude,Noah Kahan With Hozier,97,37,10
2/17/2024,98,Scared To Start,Michael Marcagi,-,98,1
2/17/2024,99,First Love,Oscar Ortiz X Edgardo Nunez,91,91,3
2/17/2024,100,Where It Ends,Bailey Zimmerman,-,32,7
2/24/2024,1,Lovin On Me,Jack Harlow,1,1,14
2/24/2024,2,Texas Hold 'Em,Beyonce,-,2,1
2/24/2024,3,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,-,3,1
2/24/2024,4,Beautiful Things,Benson Boone,3,3,4
2/24/2024,5,Lose Control,Teddy Swims,2,2,27
2/24/2024,6,Cruel Summer,Taylor Swift,4,1,41
2/24/2024,7,Snooze,SZA,5,2,61
2/24/2024,8,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,6,1,25
2/24/2024,9,Greedy,Tate McRae,7,3,22
2/24/2024,10,Stick Season,Noah Kahan,11,10,20
2/24/2024,11,Fast Car,Luke Combs,8,2,47
2/24/2024,12,Agora Hills,Doja Cat,9,7,21
2/24/2024,13,Water,Tyla,12,7,20
2/24/2024,14,Last Night,Morgan Wallen,15,1,55
2/24/2024,15,Redrum,21 Savage,14,5,5
2/24/2024,16,Thinkin' Bout Me,Morgan Wallen,16,7,50
2/24/2024,17,Flowers,Miley Cyrus,10,1,52
2/24/2024,18,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,18,1,16
2/24/2024,19,Paint The Town Red,Doja Cat,17,1,28
2/24/2024,20,Yeah!,Usher Featuring Lil Jon & Ludacris,-,1,46
2/24/2024,21,Never Lose Me,Flo Milli,19,18,9
2/24/2024,22,La Diabla,Xavi,25,20,9
2/24/2024,23,Fuk Sumn,¥$: Ye & Ty Dolla $ign,-,23,1
2/24/2024,24,Pretty Little Poison,Warren Zeiders,24,24,23
2/24/2024,25,Houdini,Dua Lipa,22,11,14
2/24/2024,26,Back To Me,¥$: Ye & Ty Dolla $ign,-,26,1
2/24/2024,27,What Was I Made For?,Billie Eilish,20,14,30
2/24/2024,28,Forever,Noah Kahan,-,28,1
2/24/2024,29,Where The Wild Things Are,Luke Combs,26,26,13
2/24/2024,30,Talking,¥$: Ye & Ty Dolla $ign Featuring North West,-,30,1
2/24/2024,31,"Yes, And?",Ariana Grande,21,1,5
2/24/2024,32,Made For Me,Muni Long,28,28,5
2/24/2024,33,Burn,¥$: Ye & Ty Dolla $ign,-,33,1
2/24/2024,34,Vultures,¥$: Ye & Ty Dolla $ign Featuring Lil Durk & Bump J,-,34,1
2/24/2024,35,The Painter,Cody Johnson,30,30,19
2/24/2024,36,Good Good,"Usher, Summer Walker & 21 Savage",45,25,27
2/24/2024,37,Selfish,Justin Timberlake,23,19,3
2/24/2024,38,16 Carriages,Beyonce,-,38,1
2/24/2024,39,Stars,¥$: Ye & Ty Dolla $ign,-,39,1
2/24/2024,40,Everybody,Nicki Minaj Featuring Lil Uzi Vert,27,24,10
2/24/2024,41,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,32,11,19
2/24/2024,42,Feather,Sabrina Carpenter,36,36,11
2/24/2024,43,Vampire,Olivia Rodrigo,29,1,30
2/24/2024,44,On My Mama,Victoria Monet,33,33,22
2/24/2024,45,Wild Ones,Jessie Murph & Jelly Roll,35,35,19
2/24/2024,46,Dance The Night,Dua Lipa,37,6,33
2/24/2024,47,Save Me,Jelly Roll With Lainey Wilson,40,19,32
2/24/2024,48,Hiss,Megan Thee Stallion,13,1,3
2/24/2024,49,Exes,Tate McRae,34,34,13
2/24/2024,50,Need A Favor,Jelly Roll,39,13,44
2/24/2024,51,Truck Bed,HARDY,46,36,35
2/24/2024,52,Do It,¥$: Ye & Ty Dolla $ign,-,52,1
2/24/2024,53,Paid,¥$: Ye & Ty Dolla $ign,-,53,1
2/24/2024,54,Surround Sound,JID Featuring 21 Savage & Baby Tate,48,40,14
2/24/2024,55,Keys To My Life,¥$: Ye & Ty Dolla $ign,-,55,1
2/24/2024,56,World On Fire,Nate Smith,44,21,16
2/24/2024,57,First Person Shooter,Drake Featuring J. Cole,47,1,19
2/24/2024,58,La Victima,Xavi,56,46,9
2/24/2024,59,Get In With Me,BossMan Dlow,68,59,2
2/24/2024,60,Burn It Down,Parker McCollum,55,52,17
2/24/2024,61,Standing Next To You,Jung Kook,81,5,15
2/24/2024,62,Think U The Shit (Fart),Ice Spice,52,37,3
2/24/2024,63,Praise Jah In The Moonlight,YG Marley,60,60,3
2/24/2024,64,Paperwork,¥$: Ye & Ty Dolla $ign,-,64,1
2/24/2024,65,Beg Forgiveness,¥$: Ye & Ty Dolla $ign,-,65,1
2/24/2024,66,Man Made A Bar,Morgan Wallen Featuring Eric Church,63,15,21
2/24/2024,67,Hoodrat,¥$: Ye & Ty Dolla $ign,-,67,1
2/24/2024,68,One Call,Rich Amiri,64,64,3
2/24/2024,69,Igual Que Un Angel,Kali Uchis & Peso Pluma,53,22,5
2/24/2024,70,Spin You Around (1/24),Morgan Wallen,51,24,3
2/24/2024,71,FTCU,Nicki Minaj,54,15,10
2/24/2024,72,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",57,57,8
2/24/2024,73,Murder On The Dancefloor,Sophie Ellis-Bextor,59,51,7
2/24/2024,74,You Broke My Heart,Drake,65,11,13
2/24/2024,75,Northern Attitude,Noah Kahan With Hozier,97,37,11
2/24/2024,76,FE!N,Travis Scott Featuring Playboi Carti,69,5,16
2/24/2024,77,23,Chayce Beckham,74,64,7
2/24/2024,78,Bandit,Don Toliver,38,38,2
2/24/2024,79,Problematic,¥$: Ye & Ty Dolla $ign,-,79,1
2/24/2024,80,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",58,10,5
2/24/2024,81,Act II: Date @ 8,4batz Featuring Drake,61,59,6
2/24/2024,82,I Can Feel It,Kane Brown,73,59,7
2/24/2024,83,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,78,55,7
2/24/2024,84,Soak City,310babii,76,61,9
2/24/2024,85,Harley Quinn,Fuerza Regida & Marshmello,67,40,15
2/24/2024,86,You're Gonna Go Far,Noah Kahan,-,86,1
2/24/2024,87,Bellakeo,Peso Pluma & Anitta,70,53,9
2/24/2024,88,IDGAF,Drake Featuring Yeat,72,2,19
2/24/2024,89,Yeah Glo!,GloRilla,-,89,1
2/24/2024,90,Different 'Round Here,Riley Green Featuring Luke Combs,66,60,11
2/24/2024,91,She Calls Me Back,Noah Kahan With Kacey Musgraves,-,76,2
2/24/2024,92,We Don't Fight Anymore,Carly Pearce Featuring Chris Stapleton,79,67,9
2/24/2024,93,Good (Don't Die),¥$: Ye & Ty Dolla $ign,-,93,1
2/24/2024,94,King,¥$: Ye & Ty Dolla $ign,-,94,1
2/24/2024,95,Coal,Dylan Gossett,86,86,6
2/24/2024,96,Mmhmm,BigXthaPlug,83,65,8
2/24/2024,97,Monaco,Bad Bunny,77,5,18
2/24/2024,98,Prove It,21 Savage & Summer Walker,75,43,5
2/24/2024,99,Perro Negro,Bad Bunny & Feid,82,20,15
2/24/2024,100,Sunday Service,Latto Featuring Megan Thee Stallion & Flo Milli,-,100,1
3/2/2024,1,Texas Hold 'Em,Beyonce,2,1,2
3/2/2024,2,Lovin On Me,Jack Harlow,1,1,15
3/2/2024,3,Lose Control,Teddy Swims,5,2,28
3/2/2024,4,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,3,3,2
3/2/2024,5,Beautiful Things,Benson Boone,4,3,5
3/2/2024,6,Snooze,SZA,7,2,62
3/2/2024,7,Cruel Summer,Taylor Swift,6,1,42
3/2/2024,8,Greedy,Tate McRae,9,3,23
3/2/2024,9,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,8,1,26
3/2/2024,10,Agora Hills,Doja Cat,12,7,22
3/2/2024,11,"Yes, And?",Ariana Grande,31,1,6
3/2/2024,12,Stick Season,Noah Kahan,10,10,21
3/2/2024,13,Fast Car,Luke Combs,11,2,48
3/2/2024,14,Water,Tyla,13,7,21
3/2/2024,15,Last Night,Morgan Wallen,14,1,56
3/2/2024,16,Redrum,21 Savage,15,5,6
3/2/2024,17,Thinkin' Bout Me,Morgan Wallen,16,7,51
3/2/2024,18,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,18,1,17
3/2/2024,19,Pretty Little Poison,Warren Zeiders,24,19,24
3/2/2024,20,Flowers,Miley Cyrus,17,1,53
3/2/2024,21,Paint The Town Red,Doja Cat,19,1,29
3/2/2024,22,Houdini,Dua Lipa,25,11,15
3/2/2024,23,Made For Me,Muni Long,32,23,6
3/2/2024,24,Never Lose Me,Flo Milli,21,18,10
3/2/2024,25,La Diabla,Xavi,22,20,10
3/2/2024,26,Where The Wild Things Are,Luke Combs,29,26,14
3/2/2024,27,Training Season,Dua Lipa,-,27,1
3/2/2024,28,The Painter,Cody Johnson,35,28,20
3/2/2024,29,Feather,Sabrina Carpenter,42,29,12
3/2/2024,30,What Was I Made For?,Billie Eilish,27,14,31
3/2/2024,31,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,41,11,20
3/2/2024,32,Whatever She Wants,Bryson Tiller,-,32,1
3/2/2024,33,Truck Bed,HARDY,51,33,36
3/2/2024,34,Selfish,Justin Timberlake,37,19,4
