date,rank,track,artist,radio_last_week,radio_peak,radio_woc
8/24/2024,10,Please Please Please,Sabrina Carpenter,10,10,7
8/24/2024,11,"Good Luck, Babe!",Chappell Roan,12,11,9
8/24/2024,12,Birds Of A Feather,Billie Eilish,11,11,7
8/24/2024,13,Houdini,Eminem,13,13,9
8/24/2024,14,Bulletproof,Nate Smith,15,14,17
8/24/2024,15,Austin,Dasha,17,15,12
8/24/2024,16,Cowgirls,Morgan Wallen Featuring ERNEST,14,10,14
8/24/2024,17,She's Somebody's Daughter (Reimagined),Drew Baldridge,18,17,14
8/24/2024,18,Feather,Sabrina Carpenter,16,5,32
8/24/2024,19,Wanna Be,GloRilla & Megan Thee Stallion,24,19,8
8/24/2024,20,Chevrolet,Dustin Lynch Featuring Jelly Roll,22,20,14
8/24/2024,21,Miles On It,Marshmello & Kane Brown,27,21,10
8/24/2024,22,Ain't No Love In Oklahoma,Luke Combs,23,22,12
8/24/2024,23,Dirt Cheap,Cody Johnson,19,19,16
8/24/2024,24,Young Love & Saturday Nights,Chris Young,26,23,17
8/24/2024,25,I Can Do It With A Broken Heart,Taylor Swift,28,25,4
8/24/2024,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,20,4,21
8/24/2024,27,Like That,"Future, Metro Boomin & Kendrick Lamar",25,13,19
8/24/2024,28,Illusion,Dua Lipa,21,11,16
8/24/2024,29,"Love You, Miss You, Mean It",Luke Bryan,30,29,6
8/24/2024,30,Slow It Down,Benson Boone,32,30,8
8/24/2024,31,The Door,Teddy Swims,33,31,5
8/24/2024,32,Love You Again,Chase Matthew,31,31,17
8/24/2024,33,Outskirts,Sam Hunt,29,10,25
8/24/2024,34,This Is My Dirt,Justin Moore,34,34,7
8/24/2024,35,The Boy Is Mine,Ariana Grande,37,35,6
8/24/2024,36,I Am Not Okay,Jelly Roll,36,36,6
8/24/2024,37,BAND4BAND,Central Cee & Lil Baby,38,37,4
8/24/2024,38,Pour Me A Drink,Post Malone Featuring Blake Shelton,40,38,3
8/24/2024,39,Hang Tight Honey,Lainey Wilson,39,35,10
8/24/2024,40,Make You Mine,Madison Beer,42,40,5
8/24/2024,41,One Bad Habit,Tim McGraw,41,37,6
8/24/2024,42,Nasty,Tinashe,44,42,3
8/24/2024,43,U My Everything,Sexyy Red & Drake,43,43,2
8/24/2024,44,Nani,Saweetie,45,44,3
8/24/2024,45,Si Antes Te Hubiera Conocido,Karol G,46,45,2
8/24/2024,46,One Of Wun,Gunna,49,46,4
8/24/2024,47,360,Charli xcx,-,47,1
8/24/2024,48,TGIF,GloRilla,-,48,1
8/24/2024,49,Okay,JT,50,49,2
8/24/2024,50,Prove It,21 Savage & Summer Walker,-,50,1
8/31/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,14
8/31/2024,2,I Had Some Help,Post Malone Featuring Morgan Wallen,2,1,16
8/31/2024,3,Espresso,Sabrina Carpenter,3,3,17
8/31/2024,4,Million Dollar Baby,Tommy Richman,4,3,14
8/31/2024,5,Too Sweet,Hozier,5,1,19
8/31/2024,6,Lose Control,Teddy Swims,6,1,37
8/31/2024,7,Not Like Us,Kendrick Lamar,7,7,15
8/31/2024,8,Beautiful Things,Benson Boone,8,2,27
8/31/2024,9,Please Please Please,Sabrina Carpenter,10,9,8
8/31/2024,10,Birds Of A Feather,Billie Eilish,12,10,8
8/31/2024,11,"Good Luck, Babe!",Chappell Roan,11,11,10
8/31/2024,12,Saturn,SZA,9,3,23
8/31/2024,13,Austin,Dasha,15,13,13
8/31/2024,14,She's Somebody's Daughter (Reimagined),Drew Baldridge,17,14,15
8/31/2024,15,Houdini,Eminem,13,13,10
8/31/2024,16,Cowgirls,Morgan Wallen Featuring ERNEST,16,10,15
8/31/2024,17,Miles On It,Marshmello & Kane Brown,21,17,11
8/31/2024,18,Wanna Be,GloRilla & Megan Thee Stallion,19,18,9
8/31/2024,19,Chevrolet,Dustin Lynch Featuring Jelly Roll,20,19,15
8/31/2024,20,Ain't No Love In Oklahoma,Luke Combs,22,20,13
8/31/2024,21,Young Love & Saturday Nights,Chris Young,24,21,18
8/31/2024,22,Dirt Cheap,Cody Johnson,23,19,17
8/31/2024,23,I Can Do It With A Broken Heart,Taylor Swift,25,23,5
8/31/2024,24,"Love You, Miss You, Mean It",Luke Bryan,29,24,7
8/31/2024,25,Bulletproof,Nate Smith,14,14,18
8/31/2024,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,26,4,22
8/31/2024,27,Slow It Down,Benson Boone,30,27,9
8/31/2024,28,The Door,Teddy Swims,31,28,6
8/31/2024,29,Like That,"Future, Metro Boomin & Kendrick Lamar",27,13,20
8/31/2024,30,The Boy Is Mine,Ariana Grande,35,30,7
8/31/2024,31,This Is My Dirt,Justin Moore,34,31,8
8/31/2024,32,Love You Again,Chase Matthew,32,31,18
8/31/2024,33,BAND4BAND,Central Cee & Lil Baby,37,33,5
8/31/2024,34,Pour Me A Drink,Post Malone Featuring Blake Shelton,38,34,4
8/31/2024,35,I Am Not Okay,Jelly Roll,36,35,7
8/31/2024,36,Outskirts,Sam Hunt,33,10,26
8/31/2024,37,Make You Mine,Madison Beer,40,37,6
8/31/2024,38,Nasty,Tinashe,42,38,4
8/31/2024,39,TGIF,GloRilla,48,39,2
8/31/2024,40,360,Charli xcx,47,40,2
8/31/2024,41,Hang Tight Honey,Lainey Wilson,39,35,11
8/31/2024,42,Illusion,Dua Lipa,28,11,17
8/31/2024,43,One Bad Habit,Tim McGraw,41,37,7
8/31/2024,44,U My Everything,Sexyy Red & Drake,43,43,3
8/31/2024,45,Die With A Smile,Lady Gaga & Bruno Mars,-,45,1
8/31/2024,46,Nani,Saweetie,44,44,4
8/31/2024,47,One Of Wun,Gunna,46,46,5
8/31/2024,48,Prove It,21 Savage & Summer Walker,50,48,2
8/31/2024,49,Gonna Love You,Parmalee,-,49,1
8/31/2024,50,Kehlani,Jordan Adetunji,-,50,1
9/7/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,15
9/7/2024,2,I Had Some Help,Post Malone Featuring Morgan Wallen,2,1,17
9/7/2024,3,Espresso,Sabrina Carpenter,3,3,18
9/7/2024,4,Too Sweet,Hozier,5,1,20
9/7/2024,5,Million Dollar Baby,Tommy Richman,4,3,15
9/7/2024,6,Lose Control,Teddy Swims,6,1,38
9/7/2024,7,Not Like Us,Kendrick Lamar,7,7,16
9/7/2024,8,Beautiful Things,Benson Boone,8,2,28
9/7/2024,9,Please Please Please,Sabrina Carpenter,9,9,9
9/7/2024,10,Birds Of A Feather,Billie Eilish,10,10,9
9/7/2024,11,"Good Luck, Babe!",Chappell Roan,11,11,11
9/7/2024,12,Saturn,SZA,12,3,24
9/7/2024,13,Austin,Dasha,13,13,14
9/7/2024,14,Miles On It,Marshmello & Kane Brown,17,14,12
9/7/2024,15,Houdini,Eminem,15,13,11
9/7/2024,16,Cowgirls,Morgan Wallen Featuring ERNEST,16,10,16
9/7/2024,17,Chevrolet,Dustin Lynch Featuring Jelly Roll,19,17,16
9/7/2024,18,Dirt Cheap,Cody Johnson,22,18,18
9/7/2024,19,She's Somebody's Daughter (Reimagined),Drew Baldridge,14,14,16
9/7/2024,20,Ain't No Love In Oklahoma,Luke Combs,20,20,14
9/7/2024,21,Wanna Be,GloRilla & Megan Thee Stallion,18,18,10
9/7/2024,22,Young Love & Saturday Nights,Chris Young,21,21,19
9/7/2024,23,I Can Do It With A Broken Heart,Taylor Swift,23,23,6
9/7/2024,24,"Love You, Miss You, Mean It",Luke Bryan,24,24,8
9/7/2024,25,Pour Me A Drink,Post Malone Featuring Blake Shelton,34,25,5
9/7/2024,26,BAND4BAND,Central Cee & Lil Baby,33,26,6
9/7/2024,27,The Door,Teddy Swims,28,27,7
9/7/2024,28,The Boy Is Mine,Ariana Grande,30,28,8
9/7/2024,29,Slow It Down,Benson Boone,27,27,10
9/7/2024,30,I Am Not Okay,Jelly Roll,35,30,8
9/7/2024,31,This Is My Dirt,Justin Moore,31,31,9
9/7/2024,32,TGIF,GloRilla,39,32,3
9/7/2024,33,Love You Again,Chase Matthew,32,31,19
9/7/2024,34,Like That,"Future, Metro Boomin & Kendrick Lamar",29,13,21
9/7/2024,35,Outskirts,Sam Hunt,36,10,27
9/7/2024,36,Die With A Smile,Lady Gaga & Bruno Mars,45,36,2
9/7/2024,37,360,Charli xcx,40,37,3
9/7/2024,38,Make You Mine,Madison Beer,37,37,7
9/7/2024,39,U My Everything,Sexyy Red & Drake,44,39,4
9/7/2024,40,Hang Tight Honey,Lainey Wilson,41,35,12
9/7/2024,41,Kehlani,Jordan Adetunji,50,41,2
9/7/2024,42,One Bad Habit,Tim McGraw,43,37,8
9/7/2024,43,Nasty,Tinashe,38,38,5
9/7/2024,44,Prove It,21 Savage & Summer Walker,48,44,3
9/7/2024,45,Nani,Saweetie,46,44,5
9/7/2024,46,One Of Wun,Gunna,47,46,6
9/7/2024,47,Gonna Love You,Parmalee,49,47,2
9/7/2024,48,Parking Lot,Mustard & Travis Scott,-,48,1
9/7/2024,49,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,-,49,1
9/7/2024,50,Lies Lies Lies,Morgan Wallen,-,50,1
9/14/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,16
9/14/2024,2,I Had Some Help,Post Malone Featuring Morgan Wallen,2,1,18
9/14/2024,3,Espresso,Sabrina Carpenter,3,3,19
9/14/2024,4,Too Sweet,Hozier,4,1,21
9/14/2024,5,Million Dollar Baby,Tommy Richman,5,3,16
9/14/2024,6,Lose Control,Teddy Swims,6,1,39
9/14/2024,7,Please Please Please,Sabrina Carpenter,9,7,10
9/14/2024,8,"Good Luck, Babe!",Chappell Roan,11,8,12
9/14/2024,9,Birds Of A Feather,Billie Eilish,10,9,10
9/14/2024,10,Not Like Us,Kendrick Lamar,7,7,17
9/14/2024,11,Beautiful Things,Benson Boone,8,2,29
9/14/2024,12,Austin,Dasha,13,12,15
9/14/2024,13,Saturn,SZA,12,3,25
9/14/2024,14,Miles On It,Marshmello & Kane Brown,14,14,13
9/14/2024,15,Chevrolet,Dustin Lynch Featuring Jelly Roll,17,15,17
9/14/2024,16,Ain't No Love In Oklahoma,Luke Combs,20,16,15
9/14/2024,17,Cowgirls,Morgan Wallen Featuring ERNEST,16,10,17
9/14/2024,18,Young Love & Saturday Nights,Chris Young,22,18,20
9/14/2024,19,I Can Do It With A Broken Heart,Taylor Swift,23,19,7
9/14/2024,20,Die With A Smile,Lady Gaga & Bruno Mars,36,20,3
9/14/2024,21,Pour Me A Drink,Post Malone Featuring Blake Shelton,25,21,6
9/14/2024,22,Wanna Be,GloRilla & Megan Thee Stallion,21,18,11
9/14/2024,23,"Love You, Miss You, Mean It",Luke Bryan,24,23,9
9/14/2024,24,She's Somebody's Daughter (Reimagined),Drew Baldridge,19,14,17
9/14/2024,25,I Am Not Okay,Jelly Roll,30,25,9
9/14/2024,26,Houdini,Eminem,15,13,12
9/14/2024,27,The Door,Teddy Swims,27,27,8
9/14/2024,28,Love You Again,Chase Matthew,33,28,20
9/14/2024,29,The Boy Is Mine,Ariana Grande,28,28,9
9/14/2024,30,TGIF,GloRilla,32,30,4
9/14/2024,31,This Is My Dirt,Justin Moore,31,31,10
9/14/2024,32,Slow It Down,Benson Boone,29,27,11
9/14/2024,33,BAND4BAND,Central Cee & Lil Baby,26,26,7
9/14/2024,34,Dirt Cheap,Cody Johnson,18,18,19
9/14/2024,35,Kehlani,Jordan Adetunji,41,35,3
9/14/2024,36,360,Charli xcx,37,36,4
9/14/2024,37,Outskirts,Sam Hunt,35,10,28
9/14/2024,38,Like That,"Future, Metro Boomin & Kendrick Lamar",34,13,22
9/14/2024,39,U My Everything,Sexyy Red & Drake,39,39,5
9/14/2024,40,Make You Mine,Madison Beer,38,37,8
9/14/2024,41,Gonna Love You,Parmalee,47,41,3
9/14/2024,42,One Bad Habit,Tim McGraw,42,37,9
9/14/2024,43,Prove It,21 Savage & Summer Walker,44,43,4
9/14/2024,44,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,49,44,2
9/14/2024,45,Hot To Go!,Chappell Roan,-,45,1
9/14/2024,46,Lies Lies Lies,Morgan Wallen,50,46,2
9/14/2024,47,Parking Lot,Mustard & Travis Scott,48,47,2
9/14/2024,48,Nani,Saweetie,45,44,6
9/14/2024,49,Nasty,Tinashe,43,38,6
9/14/2024,50,Beautiful As You,Thomas Rhett,-,50,1
9/21/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,17
9/21/2024,2,I Had Some Help,Post Malone Featuring Morgan Wallen,2,1,19
9/21/2024,3,Espresso,Sabrina Carpenter,3,3,20
9/21/2024,4,Too Sweet,Hozier,4,1,22
9/21/2024,5,Lose Control,Teddy Swims,6,1,40
9/21/2024,6,Million Dollar Baby,Tommy Richman,5,3,17
9/21/2024,7,"Good Luck, Babe!",Chappell Roan,8,7,13
9/21/2024,8,Birds Of A Feather,Billie Eilish,9,8,11
9/21/2024,9,Please Please Please,Sabrina Carpenter,7,7,11
9/21/2024,10,Not Like Us,Kendrick Lamar,10,7,18
9/21/2024,11,Beautiful Things,Benson Boone,11,2,30
9/21/2024,12,Miles On It,Marshmello & Kane Brown,14,12,14
9/21/2024,13,Austin,Dasha,12,12,16
9/21/2024,14,Saturn,SZA,13,3,26
9/21/2024,15,Chevrolet,Dustin Lynch Featuring Jelly Roll,15,15,18
9/21/2024,16,Ain't No Love In Oklahoma,Luke Combs,16,16,16
9/21/2024,17,Cowgirls,Morgan Wallen Featuring ERNEST,17,10,18
9/21/2024,18,Die With A Smile,Lady Gaga & Bruno Mars,20,18,4
9/21/2024,19,I Can Do It With A Broken Heart,Taylor Swift,19,19,8
9/21/2024,20,Pour Me A Drink,Post Malone Featuring Blake Shelton,21,20,7
9/21/2024,21,I Am Not Okay,Jelly Roll,25,21,10
9/21/2024,22,TGIF,GloRilla,30,22,5
9/21/2024,23,"Love You, Miss You, Mean It",Luke Bryan,23,23,10
9/21/2024,24,The Door,Teddy Swims,27,24,9
9/21/2024,25,This Is My Dirt,Justin Moore,31,25,11
9/21/2024,26,Wanna Be,GloRilla & Megan Thee Stallion,22,18,12
9/21/2024,27,She's Somebody's Daughter (Reimagined),Drew Baldridge,24,14,18
9/21/2024,28,Slow It Down,Benson Boone,32,27,12
9/21/2024,29,Young Love & Saturday Nights,Chris Young,18,18,21
9/21/2024,30,Kehlani,Jordan Adetunji,35,30,4
9/21/2024,31,360,Charli xcx,36,31,5
9/21/2024,32,The Boy Is Mine,Ariana Grande,29,28,10
9/21/2024,33,BAND4BAND,Central Cee & Lil Baby,33,26,8
9/21/2024,34,Houdini,Eminem,26,13,13
9/21/2024,35,Outskirts,Sam Hunt,37,10,29
9/21/2024,36,U My Everything,Sexyy Red & Drake,39,36,6
9/21/2024,37,Hot To Go!,Chappell Roan,45,37,2
9/21/2024,38,Gonna Love You,Parmalee,41,38,4
9/21/2024,39,Like That,"Future, Metro Boomin & Kendrick Lamar",38,13,23
9/21/2024,40,Lies Lies Lies,Morgan Wallen,46,40,3
9/21/2024,41,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,44,41,3
9/21/2024,42,Prove It,21 Savage & Summer Walker,43,42,5
9/21/2024,43,One Bad Habit,Tim McGraw,42,37,10
9/21/2024,44,Make You Mine,Madison Beer,40,37,9
9/21/2024,45,Parking Lot,Mustard & Travis Scott,47,45,3
9/21/2024,46,Beautiful As You,Thomas Rhett,50,46,2
9/21/2024,47,Love You Again,Chase Matthew,28,28,21
9/21/2024,48,Nasty,Tinashe,49,38,7
9/21/2024,49,One Of Wun,Gunna,-,46,7
9/21/2024,50,Stargazing,Myles Smith,-,50,1
9/28/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,18
9/28/2024,2,Espresso,Sabrina Carpenter,3,2,21
9/28/2024,3,I Had Some Help,Post Malone Featuring Morgan Wallen,2,1,20
9/28/2024,4,Too Sweet,Hozier,4,1,23
9/28/2024,5,Lose Control,Teddy Swims,5,1,41
9/28/2024,6,Birds Of A Feather,Billie Eilish,8,6,12
9/28/2024,7,Not Like Us,Kendrick Lamar,10,7,19
9/28/2024,8,Million Dollar Baby,Tommy Richman,6,3,18
9/28/2024,9,"Good Luck, Babe!",Chappell Roan,7,7,14
9/28/2024,10,Please Please Please,Sabrina Carpenter,9,7,12
9/28/2024,11,Beautiful Things,Benson Boone,11,2,31
9/28/2024,12,Miles On It,Marshmello & Kane Brown,12,12,15
9/28/2024,13,Austin,Dasha,13,12,17
9/28/2024,14,Ain't No Love In Oklahoma,Luke Combs,16,14,17
9/28/2024,15,Saturn,SZA,14,3,27
9/28/2024,16,Die With A Smile,Lady Gaga & Bruno Mars,18,16,5
9/28/2024,17,Chevrolet,Dustin Lynch Featuring Jelly Roll,15,15,19
9/28/2024,18,I Am Not Okay,Jelly Roll,21,18,11
9/28/2024,19,Pour Me A Drink,Post Malone Featuring Blake Shelton,20,19,8
9/28/2024,20,Cowgirls,Morgan Wallen Featuring ERNEST,17,10,19
9/28/2024,21,I Can Do It With A Broken Heart,Taylor Swift,19,19,9
9/28/2024,22,TGIF,GloRilla,22,22,6
9/28/2024,23,"Love You, Miss You, Mean It",Luke Bryan,23,23,11
9/28/2024,24,The Door,Teddy Swims,24,24,10
9/28/2024,25,Kehlani,Jordan Adetunji,30,25,5
9/28/2024,26,This Is My Dirt,Justin Moore,25,25,12
9/28/2024,27,Dancing In The Flames,The Weeknd,-,27,1
9/28/2024,28,360,Charli xcx,31,28,6
9/28/2024,29,She's Somebody's Daughter (Reimagined),Drew Baldridge,27,14,19
9/28/2024,30,Wanna Be,GloRilla & Megan Thee Stallion,26,18,13
9/28/2024,31,Slow It Down,Benson Boone,28,27,13
9/28/2024,32,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,41,32,4
9/28/2024,33,Hot To Go!,Chappell Roan,37,33,3
9/28/2024,34,Lies Lies Lies,Morgan Wallen,40,34,4
9/28/2024,35,Gonna Love You,Parmalee,38,35,5
9/28/2024,36,Prove It,21 Savage & Summer Walker,42,36,6
9/28/2024,37,Parking Lot,Mustard & Travis Scott,45,37,4
9/28/2024,38,One Bad Habit,Tim McGraw,43,37,11
9/28/2024,39,Taste,Sabrina Carpenter,-,39,1
9/28/2024,40,U My Everything,Sexyy Red & Drake,36,36,7
9/28/2024,41,The Boy Is Mine,Ariana Grande,32,28,11
9/28/2024,42,Outskirts,Sam Hunt,35,10,30
9/28/2024,43,BAND4BAND,Central Cee & Lil Baby,33,26,9
9/28/2024,44,Beautiful As You,Thomas Rhett,46,44,3
9/28/2024,45,Like That,"Future, Metro Boomin & Kendrick Lamar",39,13,24
9/28/2024,46,Houdini,Eminem,34,13,14
9/28/2024,47,Stargazing,Myles Smith,50,47,2
9/28/2024,48,Nasty,Tinashe,48,38,8
9/28/2024,49,One Of Wun,Gunna,49,46,8
9/28/2024,50,Messed Up As Me,Keith Urban,-,50,1
10/5/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,19
10/5/2024,2,Espresso,Sabrina Carpenter,2,2,22
10/5/2024,3,I Had Some Help,Post Malone Featuring Morgan Wallen,3,1,21
10/5/2024,4,Too Sweet,Hozier,4,1,24
10/5/2024,5,Birds Of A Feather,Billie Eilish,6,5,13
10/5/2024,6,Lose Control,Teddy Swims,5,1,42
10/5/2024,7,Not Like Us,Kendrick Lamar,7,7,20
10/5/2024,8,Please Please Please,Sabrina Carpenter,10,7,13
10/5/2024,9,"Good Luck, Babe!",Chappell Roan,9,7,15
10/5/2024,10,Beautiful Things,Benson Boone,11,2,32
10/5/2024,11,Million Dollar Baby,Tommy Richman,8,3,19
10/5/2024,12,Austin,Dasha,13,12,18
10/5/2024,13,Ain't No Love In Oklahoma,Luke Combs,14,13,18
10/5/2024,14,Miles On It,Marshmello & Kane Brown,12,12,16
10/5/2024,15,Die With A Smile,Lady Gaga & Bruno Mars,16,15,6
10/5/2024,16,I Am Not Okay,Jelly Roll,18,16,12
10/5/2024,17,Pour Me A Drink,Post Malone Featuring Blake Shelton,19,17,9
10/5/2024,18,Saturn,SZA,15,3,28
10/5/2024,19,Kehlani,Jordan Adetunji,25,19,6
10/5/2024,20,I Can Do It With A Broken Heart,Taylor Swift,21,19,10
10/5/2024,21,TGIF,GloRilla,22,21,7
10/5/2024,22,"Love You, Miss You, Mean It",Luke Bryan,23,22,12
10/5/2024,23,The Door,Teddy Swims,24,23,11
10/5/2024,24,Cowgirls,Morgan Wallen Featuring ERNEST,20,10,20
10/5/2024,25,This Is My Dirt,Justin Moore,26,25,13
10/5/2024,26,Chevrolet,Dustin Lynch Featuring Jelly Roll,17,15,20
10/5/2024,27,Hot To Go!,Chappell Roan,33,27,4
10/5/2024,28,360,Charli xcx,28,28,7
10/5/2024,29,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,32,29,5
10/5/2024,30,Dancing In The Flames,The Weeknd,27,27,2
10/5/2024,31,Prove It,21 Savage & Summer Walker,36,31,7
10/5/2024,32,Lies Lies Lies,Morgan Wallen,34,32,5
10/5/2024,33,Taste,Sabrina Carpenter,39,33,2
10/5/2024,34,Gonna Love You,Parmalee,35,34,6
10/5/2024,35,Stargazing,Myles Smith,47,35,3
10/5/2024,36,She's Somebody's Daughter (Reimagined),Drew Baldridge,29,14,20
10/5/2024,37,Beautiful As You,Thomas Rhett,44,37,4
10/5/2024,38,One Bad Habit,Tim McGraw,38,37,12
10/5/2024,39,Parking Lot,Mustard & Travis Scott,37,37,5
10/5/2024,40,Outskirts,Sam Hunt,42,10,31
10/5/2024,41,Like That,"Future, Metro Boomin & Kendrick Lamar",45,13,25
10/5/2024,42,You Look Like You Love Me,Ella Langley Featuring Riley Green,-,42,1
10/5/2024,43,Houdini,Eminem,46,13,15
10/5/2024,44,U My Everything,Sexyy Red & Drake,40,36,8
10/5/2024,45,Shake Dat Ass (Twerk Song),BossMan Dlow,-,45,1
10/5/2024,46,Messed Up As Me,Keith Urban,50,46,2
10/5/2024,47,Si Antes Te Hubiera Conocido,Karol G,-,45,3
10/5/2024,48,Residuals,Chris Brown,-,48,1
10/5/2024,49,Cowboy Songs,George Birge,-,49,1
10/5/2024,50,BAND4BAND,Central Cee & Lil Baby,43,26,10
10/12/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,20
10/12/2024,2,Espresso,Sabrina Carpenter,2,2,23
10/12/2024,3,I Had Some Help,Post Malone Featuring Morgan Wallen,3,1,22
10/12/2024,4,Too Sweet,Hozier,4,1,25
10/12/2024,5,Lose Control,Teddy Swims,6,1,43
10/12/2024,6,Birds Of A Feather,Billie Eilish,5,5,14
10/12/2024,7,Not Like Us,Kendrick Lamar,7,7,21
10/12/2024,8,Please Please Please,Sabrina Carpenter,8,7,14
10/12/2024,9,Beautiful Things,Benson Boone,10,2,33
10/12/2024,10,"Good Luck, Babe!",Chappell Roan,9,7,16
10/12/2024,11,Austin,Dasha,12,11,19
10/12/2024,12,I Am Not Okay,Jelly Roll,16,12,13
10/12/2024,13,Million Dollar Baby,Tommy Richman,11,3,20
10/12/2024,14,Die With A Smile,Lady Gaga & Bruno Mars,15,14,7
10/12/2024,15,Miles On It,Marshmello & Kane Brown,14,12,17
10/12/2024,16,Pour Me A Drink,Post Malone Featuring Blake Shelton,17,16,10
10/12/2024,17,"Love You, Miss You, Mean It",Luke Bryan,22,17,13
10/12/2024,18,The Door,Teddy Swims,23,18,12
10/12/2024,19,Ain't No Love In Oklahoma,Luke Combs,13,13,19
10/12/2024,20,Saturn,SZA,18,3,29
10/12/2024,21,Kehlani,Jordan Adetunji,19,19,7
10/12/2024,22,I Can Do It With A Broken Heart,Taylor Swift,20,19,11
10/12/2024,23,TGIF,GloRilla,21,21,8
10/12/2024,24,This Is My Dirt,Justin Moore,25,24,14
10/12/2024,25,Cowgirls,Morgan Wallen Featuring ERNEST,24,10,21
10/12/2024,26,Dancing In The Flames,The Weeknd,30,26,3
10/12/2024,27,Hot To Go!,Chappell Roan,27,27,5
10/12/2024,28,Stargazing,Myles Smith,35,28,4
10/12/2024,29,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,29,29,6
10/12/2024,30,360,Charli xcx,28,28,8
10/12/2024,31,Taste,Sabrina Carpenter,33,31,3
10/12/2024,32,Lies Lies Lies,Morgan Wallen,32,32,6
10/12/2024,33,Chevrolet,Dustin Lynch Featuring Jelly Roll,26,15,21
10/12/2024,34,Prove It,21 Savage & Summer Walker,31,31,8
10/12/2024,35,Gonna Love You,Parmalee,34,34,7
10/12/2024,36,You Look Like You Love Me,Ella Langley Featuring Riley Green,42,36,2
10/12/2024,37,Beautiful As You,Thomas Rhett,37,37,5
10/12/2024,38,One Bad Habit,Tim McGraw,38,37,13
10/12/2024,39,Shake Dat Ass (Twerk Song),BossMan Dlow,45,39,2
10/12/2024,40,Like That,"Future, Metro Boomin & Kendrick Lamar",41,13,26
10/12/2024,41,Residuals,Chris Brown,48,41,2
10/12/2024,42,It's Ok I'm Ok,Tate McRae,-,42,1
10/12/2024,43,Cowboy Songs,George Birge,49,43,2
10/12/2024,44,Houdini,Eminem,43,13,16
10/12/2024,45,Si Antes Te Hubiera Conocido,Karol G,47,45,4
10/12/2024,46,Parking Lot,Mustard & Travis Scott,39,37,6
10/12/2024,47,Bigger Houses,Dan + Shay,-,47,1
10/12/2024,48,High Road,Koe Wetzel & Jessie Murph,-,48,1
10/12/2024,49,Messed Up As Me,Keith Urban,46,46,3
10/12/2024,50,Think I'm In Love With You,Chris Stapleton,-,50,1
10/19/2024,1,A Bar Song (Tipsy),Shaboozey,1,1,21
10/19/2024,2,Espresso,Sabrina Carpenter,2,2,24
10/19/2024,3,I Had Some Help,Post Malone Featuring Morgan Wallen,3,1,23
10/19/2024,4,Too Sweet,Hozier,4,1,26
10/19/2024,5,Birds Of A Feather,Billie Eilish,6,5,15
10/19/2024,6,Lose Control,Teddy Swims,5,1,44
10/19/2024,7,Please Please Please,Sabrina Carpenter,8,7,15
10/19/2024,8,Beautiful Things,Benson Boone,9,2,34
10/19/2024,9,Not Like Us,Kendrick Lamar,7,7,22
10/19/2024,10,"Good Luck, Babe!",Chappell Roan,10,7,17
10/19/2024,11,I Am Not Okay,Jelly Roll,12,11,14
10/19/2024,12,Austin,Dasha,11,11,20
10/19/2024,13,Die With A Smile,Lady Gaga & Bruno Mars,14,13,8
10/19/2024,14,Million Dollar Baby,Tommy Richman,13,3,21
10/19/2024,15,Pour Me A Drink,Post Malone Featuring Blake Shelton,16,15,11
10/19/2024,16,Miles On It,Marshmello & Kane Brown,15,12,18
10/19/2024,17,Kehlani,Jordan Adetunji,21,17,8
10/19/2024,18,The Door,Teddy Swims,18,18,13
10/19/2024,19,Saturn,SZA,20,3,30
10/19/2024,20,I Can Do It With A Broken Heart,Taylor Swift,22,19,12
10/19/2024,21,TGIF,GloRilla,23,21,9
10/19/2024,22,Stargazing,Myles Smith,28,22,5
10/19/2024,23,This Is My Dirt,Justin Moore,24,23,15
10/19/2024,24,Dancing In The Flames,The Weeknd,26,24,4
10/19/2024,25,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,29,25,7
10/19/2024,26,Hot To Go!,Chappell Roan,27,26,6
10/19/2024,27,"Love You, Miss You, Mean It",Luke Bryan,17,17,14
10/19/2024,28,Ain't No Love In Oklahoma,Luke Combs,19,13,20
10/19/2024,29,Lies Lies Lies,Morgan Wallen,32,29,7
10/19/2024,30,Taste,Sabrina Carpenter,31,30,4
10/19/2024,31,Cowgirls,Morgan Wallen Featuring ERNEST,25,10,22
10/19/2024,32,Prove It,21 Savage & Summer Walker,34,31,9
10/19/2024,33,360,Charli xcx,30,28,9
10/19/2024,34,Chevrolet,Dustin Lynch Featuring Jelly Roll,33,15,22
10/19/2024,35,Gonna Love You,Parmalee,35,34,8
