date,rank,track,artist,sales_last_week,sales_peak,sales_woc
12/21/2024,18,Squabble Up,Kendrick Lamar,11,6,3
12/21/2024,19,Stargazing,Myles Smith,-,10,19
12/21/2024,20,Birds Of A Feather,Billie Eilish,18,2,29
12/21/2024,21,Don't Mind If I Do,Riley Green Featuring Ella Langley,-,21,1
12/21/2024,22,Beautiful Things,Benson Boone,16,1,47
12/21/2024,23,Who,Jimin,13,1,8
12/21/2024,24,Underneath The Tree,Kelly Clarkson,-,16,22
12/21/2024,25,Georgia Ways,"Quavo, Luke Bryan & Teddy Swims",-,25,1
12/28/2024,1,All I Want For Christmas Is You,Mariah Carey,4,1,111
12/28/2024,2,Last Christmas,Wham!,14,2,32
12/28/2024,3,A Bar Song (Tipsy),Shaboozey,2,1,36
12/28/2024,4,APT.,ROSE & Bruno Mars,3,2,9
12/28/2024,5,Walkin On Water,Stray Kids,-,5,1
12/28/2024,6,Die With A Smile,Lady Gaga & Bruno Mars,6,1,18
12/28/2024,7,Lose Control,Teddy Swims,13,1,75
12/28/2024,8,That’s So True,Gracie Abrams,-,8,5
12/28/2024,9,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",-,9,23
12/28/2024,10,A Holly Jolly Christmas,Burl Ives,11,10,13
12/28/2024,11,Love Somebody,Morgan Wallen,15,1,9
12/28/2024,12,Beautiful Things,Benson Boone,22,1,48
12/28/2024,13,Good News,Shaboozey,7,7,5
12/28/2024,14,You Look Like You Love Me,Ella Langley Featuring Riley Green,9,5,26
12/28/2024,15,I Am Not Okay,Jelly Roll,16,2,27
12/28/2024,16,Birds Of A Feather,Billie Eilish,20,2,30
12/28/2024,17,Rockin' Around The Christmas Tree,Brenda Lee,8,4,53
12/28/2024,18,Messy,Lola Young,-,18,1
12/28/2024,19,Do They Know It's Christmas?,Band Aid,-,19,3
12/28/2024,20,All My Love,Coldplay,17,17,2
12/28/2024,21,Squabble Up,Kendrick Lamar,18,6,4
12/28/2024,22,Hang Tight Honey,Lainey Wilson,-,22,2
12/28/2024,23,Defying Gravity,Cynthia Erivo Featuring Ariana Grande,12,3,4
12/28/2024,24,Underneath The Tree,Kelly Clarkson,24,16,23
12/28/2024,25,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,-,25,7
