rank,artist,track,am_last_week,am_peak,am_woc,date
41,SZA,Saturn,38,2,31,9/16/2024
42,Drake,Best I Ever Had,36,13,77,9/16/2024
43,Future,LIL DEMON,-,1,1,9/16/2024
44,Sabrina Carpenter,Good Graces,27,8,5,9/16/2024
45,Morgan Wallen,Chasin' You,47,20,133,9/16/2024
46,Future,LIKE ME (feat. 42 Dugg & Lil Baby),40,40,9,9/16/2024
47,Fuerza Regida,NEL,42,34,9,9/16/2024
48,Future,SKI,-,5,1,9/16/2024
49,Future,March Madness,41,28,51,9/16/2024
50,GloRilla,TGIF,48,7,14,9/16/2024
51,Lil Baby,Low Down,45,6,106,9/16/2024
52,Future,TOO FAST,-,4,1,9/16/2024
53,Lil Baby,In A Minute,51,2,76,9/16/2024
54,Moneybagg Yo,WHISKEY WHISKEY (feat. Morgan Wallen),46,5,15,9/16/2024
55,Morgan Wallen,Thinkin’ Bout Me,53,2,82,9/16/2024
56,Travis Scott,goosebumps,49,49,9,9/16/2024
57,Morgan Wallen,Spin You Around (1/24),60,9,34,9/16/2024
58,Luke Combs,Fast Car,55,5,79,9/16/2024
59,Future,PLUTOSKI,-,3,1,9/16/2024
60,Post Malone,Pour Me A Drink (feat. Blake Shelton),50,9,14,9/16/2024
61,Morgan Wallen,Thought You Should Know,69,16,73,9/16/2024
62,Future,READY TO COOK UP,-,11,1,9/16/2024
63,Future,OCEAN,-,8,1,9/16/2024
64,Kane Brown & Marshmello,Miles on It,66,48,17,9/16/2024
65,Tito Double P & Peso Pluma,DOS DÍAS,63,21,2,9/16/2024
66,Future,PRESS THE BUTTON,-,17,1,9/16/2024
67,Future,BRAZZIER,-,16,1,9/16/2024
68,Future,MJ,-,24,1,9/16/2024
69,Future,SURFING A TSUNAMI,-,20,1,9/16/2024
70,Future,SOUTH OF FRANCE,-,18,1,9/16/2024
71,PARTYNEXTDOOR,N o  C h i l l,56,46,19,9/16/2024
72,Chris Brown,Residuals,65,32,10,9/16/2024
73,Noah Kahan,Stick Season,62,11,47,9/16/2024
74,Zach Bryan,Oklahoma Smokeshow,59,38,35,9/16/2024
75,Sabrina Carpenter,Juno,44,11,5,9/16/2024
76,Luke Combs,Where the Wild Things Are,58,45,27,9/16/2024
77,Travis Scott,FE!N,70,2,26,9/16/2024
78,"Drake, Young Thug & 21 Savage",It’s Up,52,5,7,9/16/2024
79,KAROL G,Si Antes Te Hubiera Conocido,84,38,13,9/16/2024
80,Future,Stick Talk,61,32,55,9/16/2024
81,Morgan Wallen,More than My Hometown,76,22,35,9/16/2024
82,Future,OATH,-,27,1,9/16/2024
83,Chris Stapleton,Tennessee Whiskey,67,51,50,9/16/2024
84,Future,MADE MY HOE FAINT,-,36,1,9/16/2024
85,Future,TOLD MY,-,40,1,9/16/2024
86,Future,LOST MY DOG,-,35,1,9/16/2024
87,Future,AYE SAY GANG,-,37,1,9/16/2024
88,J. Cole,No Role Modelz,75,35,76,9/16/2024
89,Drake,No Face,35,17,3,9/16/2024
90,Lil Yachty & Veeze,Sorry Not Sorry,64,44,5,9/16/2024
91,Zach Bryan,East Side of Sorrow,73,4,14,9/16/2024
92,Bryson Tiller,Don't,81,66,17,9/16/2024
93,Bad Bunny,Una Velita,-,91,1,9/16/2024
94,Latto,Brokey,85,55,5,9/16/2024
95,Sexyy Red,Get It Sexyy,90,1,28,9/16/2024
96,Treaty Oak Revival,Happy Face,-,96,1,9/16/2024
97,Bossman Dlow,Shake Dat Ass (Twerk Song),91,41,11,9/16/2024
98,Future,I'M DAT N***A,77,4,11,9/16/2024
99,Zach Bryan,Revival,80,54,23,9/16/2024
100,Travis Scott,HIGHEST IN THE ROOM,-,1,34,9/16/2024
1,Future,LIL DEMON,43,1,2,9/23/2024
2,Future,TEFLON DON,16,2,2,9/23/2024
3,Future,PLUTOSKI,59,3,2,9/23/2024
4,Future,TOO FAST,52,4,2,9/23/2024
5,Future,SKI,48,5,2,9/23/2024
6,Post Malone,I Had Some Help (feat. Morgan Wallen),3,2,21,9/23/2024
7,Lady Gaga & Bruno Mars,Die With A Smile,2,1,7,9/23/2024
8,Future,OCEAN,63,8,2,9/23/2024
9,Sabrina Carpenter,Espresso,6,3,24,9/23/2024
10,Sabrina Carpenter,Taste,1,1,6,9/23/2024
11,Future,READY TO COOK UP,62,11,2,9/23/2024
12,Sabrina Carpenter,Please Please Please,5,1,17,9/23/2024
13,Billie Eilish,BIRDS OF A FEATHER,8,2,20,9/23/2024
14,Kendrick Lamar,Not Like Us,4,1,21,9/23/2024
15,Shaboozey,A Bar Song (Tipsy),7,2,24,9/23/2024
16,Future,BRAZZIER,67,16,2,9/23/2024
17,Future,PRESS THE BUTTON,66,17,2,9/23/2024
18,Future,SOUTH OF FRANCE,70,18,2,9/23/2024
19,The Weeknd & Playboi Carti,Timeless,-,1,1,9/23/2024
20,Future,SURFING A TSUNAMI,69,20,2,9/23/2024
21,Billie Eilish,WILDFLOWER,18,5,18,9/23/2024
22,Morgan Wallen,Lies Lies Lies,9,2,13,9/23/2024
23,Sabrina Carpenter,Bed Chem,15,9,6,9/23/2024
24,Future,MJ,68,24,2,9/23/2024
25,Chappell Roan,"Good Luck, Babe!",11,7,17,9/23/2024
26,Zach Bryan,28,17,4,13,9/23/2024
27,Future,OATH,82,27,2,9/23/2024
28,Future & Metro Boomin,Like That,13,1,28,9/23/2024
29,Morgan Wallen,Cowgirls (feat. Ernest),24,12,39,9/23/2024
30,Real Boston Richey,Help Me,12,10,12,9/23/2024
31,Teddy Swims,Lose Control,19,15,39,9/23/2024
32,SZA,Snooze,20,3,95,9/23/2024
33,Luke Combs,Ain't No Love In Oklahoma,22,12,14,9/23/2024
34,Zach Bryan,Pink Skies,23,4,19,9/23/2024
35,Future,LOST MY DOG,86,35,2,9/23/2024
36,Future,MADE MY HOE FAINT,84,36,2,9/23/2024
37,Future,AYE SAY GANG,87,37,2,9/23/2024
38,Lil Baby,Freestyle,25,6,115,9/23/2024
39,Future,WAIT FOR U (feat. Drake & Tems),28,1,127,9/23/2024
40,Future,TOLD MY,85,40,2,9/23/2024
41,Peso Pluma & Neton Vega,LA PATRULLA,30,30,10,9/23/2024
42,Benson Boone,Beautiful Things,29,2,37,9/23/2024
43,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),31,1,58,9/23/2024
44,Tommy Richman,Million Dollar Baby,26,1,23,9/23/2024
45,Morgan Wallen,Last Night,32,1,87,9/23/2024
46,Rod Wave,Passport Junkie,10,10,3,9/23/2024
47,Future & Metro Boomin,Type Shit,27,2,28,9/23/2024
48,Chappell Roan,HOT TO GO!,33,25,10,9/23/2024
49,Drake,Knife Talk (feat. 21 Savage & Project Pat),34,2,93,9/23/2024
50,Tito Double P & Peso Pluma,DOS DÍAS,65,21,3,9/23/2024
51,Hozier,Too Sweet,37,5,28,9/23/2024
52,Koe Wetzel,High Road,36,11,17,9/23/2024
53,Chappell Roan,Pink Pony Club,38,14,10,9/23/2024
54,Lil Baby,Sum 2 Prove,40,4,160,9/23/2024
55,Sabrina Carpenter,Good Graces,44,8,6,9/23/2024
56,Drake,Best I Ever Had,42,13,78,9/23/2024
57,SZA,Saturn,41,2,32,9/23/2024
58,Tate McRae,It's ok I'm ok,21,21,3,9/23/2024
59,Morgan Wallen,Chasin' You,45,20,134,9/23/2024
60,Fuerza Regida,NEL,47,34,10,9/23/2024
61,Lil Baby,Low Down,51,6,107,9/23/2024
62,Future,LIKE ME (feat. 42 Dugg & Lil Baby),46,40,10,9/23/2024
63,Future,March Madness,49,28,52,9/23/2024
64,Moneybagg Yo,WHISKEY WHISKEY (feat. Morgan Wallen),54,5,16,9/23/2024
65,Lil Baby,In A Minute,53,2,77,9/23/2024
66,Latto,Brokey,94,55,6,9/23/2024
67,Drake,Circadian Rhythm,35,20,4,9/23/2024
68,Morgan Wallen,Thinkin’ Bout Me,55,2,83,9/23/2024
69,GloRilla,TGIF,50,7,15,9/23/2024
70,Morgan Wallen,Spin You Around (1/24),57,9,35,9/23/2024
71,Travis Scott,FE!N,77,2,27,9/23/2024
72,Travis Scott,goosebumps,56,49,10,9/23/2024
73,Luke Combs,Fast Car,58,5,80,9/23/2024
74,Kane Brown & Marshmello,Miles on It,64,48,18,9/23/2024
75,Morgan Wallen,Thought You Should Know,61,16,74,9/23/2024
76,Noah Kahan,Stick Season,73,11,48,9/23/2024
77,Zach Bryan,Oklahoma Smokeshow,74,38,36,9/23/2024
78,Morgan Wallen,More than My Hometown,81,22,36,9/23/2024
79,GloRilla,Hollon,-,8,1,9/23/2024
80,Post Malone,Pour Me A Drink (feat. Blake Shelton),60,9,15,9/23/2024
81,Gracie Abrams,"I Love You, I'm Sorry",-,18,2,9/23/2024
82,Sabrina Carpenter,Juno,75,11,6,9/23/2024
83,J. Cole,No Role Modelz,88,35,77,9/23/2024
84,Rod Wave,Fall Fast in Love,-,21,1,9/23/2024
85,Luke Combs,Where the Wild Things Are,76,45,28,9/23/2024
86,Chris Brown,Residuals,72,32,11,9/23/2024
87,PARTYNEXTDOOR,N o  C h i l l,71,46,20,9/23/2024
88,Zach Bryan,East Side of Sorrow,91,4,15,9/23/2024
89,Sabrina Carpenter,Sharpest Tool,-,12,5,9/23/2024
90,Chris Stapleton,Tennessee Whiskey,83,51,51,9/23/2024
91,Bad Bunny,Una Velita,93,91,2,9/23/2024
92,Tito Double P,EL LOKERÓN,-,55,1,9/23/2024
93,Lil Durk,Turn Up A Notch,-,93,1,9/23/2024
94,Playboi Carti,ALL RED,14,14,3,9/23/2024
95,Cody Johnson & Carrie Underwood,I'm Gonna Love You,-,81,1,9/23/2024
96,KAROL G,Si Antes Te Hubiera Conocido,79,38,14,9/23/2024
97,Future,Stick Talk,80,32,56,9/23/2024
98,Ella Langley,you look like you love me,-,25,12,9/23/2024
99,Bryson Tiller,Don't,92,66,18,9/23/2024
100,Billie Eilish,CHIHIRO,-,7,17,9/23/2024
1,The Weeknd & Playboi Carti,Timeless,19,1,2,9/30/2024
2,Billie Eilish,BIRDS OF A FEATHER,13,2,21,9/30/2024
3,Lady Gaga & Bruno Mars,Die With A Smile,7,1,8,9/30/2024
4,Sabrina Carpenter,Taste,10,1,7,9/30/2024
5,Post Malone,I Had Some Help (feat. Morgan Wallen),6,2,22,9/30/2024
6,Sabrina Carpenter,Espresso,9,3,25,9/30/2024
7,Sabrina Carpenter,Please Please Please,12,1,18,9/30/2024
8,Future,LIL DEMON,1,1,3,9/30/2024
9,Shaboozey,A Bar Song (Tipsy),15,2,25,9/30/2024
10,Kendrick Lamar,Not Like Us,14,1,22,9/30/2024
11,Future,PLUTOSKI,3,3,3,9/30/2024
12,Billie Eilish,WILDFLOWER,21,5,19,9/30/2024
13,Future,SKI,5,5,3,9/30/2024
14,Sabrina Carpenter,Bed Chem,23,9,7,9/30/2024
15,Morgan Wallen,Lies Lies Lies,22,2,14,9/30/2024
16,Future,TOO FAST,4,4,3,9/30/2024
17,Chappell Roan,"Good Luck, Babe!",25,7,18,9/30/2024
18,Morgan Wallen,Cowgirls (feat. Ernest),29,12,40,9/30/2024
19,Future,TEFLON DON,2,2,3,9/30/2024
20,Future & Metro Boomin,Like That,28,1,29,9/30/2024
21,SZA,Snooze,32,3,96,9/30/2024
22,Teddy Swims,Lose Control,31,15,40,9/30/2024
23,Real Boston Richey,Help Me,30,10,13,9/30/2024
24,Zach Bryan,28,26,4,14,9/30/2024
25,Tito Double P & Peso Pluma,DOS DÍAS,50,21,4,9/30/2024
26,Lil Baby,Freestyle,38,6,116,9/30/2024
27,Luke Combs,Ain't No Love In Oklahoma,33,12,15,9/30/2024
28,Benson Boone,Beautiful Things,42,2,38,9/30/2024
29,Zach Bryan,Pink Skies,34,4,20,9/30/2024
30,Future,WAIT FOR U (feat. Drake & Tems),39,1,128,9/30/2024
31,Peso Pluma & Neton Vega,LA PATRULLA,41,30,11,9/30/2024
32,Rod Wave,Fall Fast in Love,84,21,2,9/30/2024
33,Future & Metro Boomin,Type Shit,47,2,29,9/30/2024
34,Morgan Wallen,Last Night,45,1,88,9/30/2024
35,Future,OCEAN,8,8,3,9/30/2024
36,Sabrina Carpenter,Juno,82,11,7,9/30/2024
37,Sabrina Carpenter,Good Graces,55,8,7,9/30/2024
38,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),43,1,59,9/30/2024
39,Drake,Knife Talk (feat. 21 Savage & Project Pat),49,2,94,9/30/2024
40,Future,READY TO COOK UP,11,11,3,9/30/2024
41,Lil Baby,Sum 2 Prove,54,4,161,9/30/2024
42,Chappell Roan,HOT TO GO!,48,25,11,9/30/2024
43,Rod Wave,Passport Junkie,46,10,4,9/30/2024
44,Koe Wetzel,High Road,52,11,18,9/30/2024
45,SZA,Saturn,57,2,33,9/30/2024
46,Tommy Richman,Million Dollar Baby,44,1,24,9/30/2024
47,Morgan Wallen,Chasin' You,59,20,135,9/30/2024
48,Hozier,Too Sweet,51,5,29,9/30/2024
49,Travis Scott,FE!N,71,2,28,9/30/2024
50,Future,SOUTH OF FRANCE,18,18,3,9/30/2024
51,Future,LIKE ME (feat. 42 Dugg & Lil Baby),62,40,11,9/30/2024
52,Chappell Roan,Pink Pony Club,53,14,11,9/30/2024
53,Drake,Best I Ever Had,56,13,79,9/30/2024
54,Future,BRAZZIER,16,16,3,9/30/2024
55,Fuerza Regida,NEL,60,34,11,9/30/2024
56,Lil Baby,In A Minute,65,2,78,9/30/2024
57,Lil Baby,Low Down,61,6,108,9/30/2024
58,Future,SURFING A TSUNAMI,20,20,3,9/30/2024
59,Morgan Wallen,Thought You Should Know,75,16,75,9/30/2024
60,Future,March Madness,63,28,53,9/30/2024
61,Morgan Wallen,Spin You Around (1/24),70,9,36,9/30/2024
62,Tito Double P,EL LOKERÓN,92,55,2,9/30/2024
63,Morgan Wallen,Thinkin’ Bout Me,68,2,84,9/30/2024
64,Travis Scott,goosebumps,72,49,11,9/30/2024
65,Tate McRae,It's ok I'm ok,58,21,4,9/30/2024
66,Moneybagg Yo,WHISKEY WHISKEY (feat. Morgan Wallen),64,5,17,9/30/2024
67,GloRilla,TGIF,69,7,16,9/30/2024
68,Latto,Brokey,66,55,7,9/30/2024
69,Luke Combs,Fast Car,73,5,81,9/30/2024
70,Noah Kahan,Stick Season,76,11,49,9/30/2024
71,Drake,Circadian Rhythm,67,20,5,9/30/2024
72,Drake,Wants and Needs (feat. Lil Baby),-,1,117,9/30/2024
73,GloRilla,Hollon,79,8,2,9/30/2024
74,Future,PRESS THE BUTTON,17,17,3,9/30/2024
75,Gracie Abrams,"I Love You, I'm Sorry",81,18,3,9/30/2024
76,Future,Stick Talk,97,32,57,9/30/2024
77,Billie Eilish,CHIHIRO,100,7,18,9/30/2024
78,Future,OATH,27,27,3,9/30/2024
79,Zach Bryan,Oklahoma Smokeshow,77,38,37,9/30/2024
80,Future,MJ,24,24,3,9/30/2024
81,Cody Johnson & Carrie Underwood,I'm Gonna Love You,95,81,2,9/30/2024
82,NLE Choppa & 41,Or What,-,32,1,9/30/2024
83,Luke Combs,Where the Wild Things Are,85,45,29,9/30/2024
84,Chris Stapleton,Tennessee Whiskey,90,51,52,9/30/2024
85,Kane Brown & Marshmello,Miles on It,74,48,19,9/30/2024
86,Future,AYE SAY GANG,37,37,3,9/30/2024
87,J. Cole,No Role Modelz,83,35,78,9/30/2024
88,Future,I'M DAT N***A,-,4,12,9/30/2024
89,Zach Bryan,East Side of Sorrow,88,4,16,9/30/2024
90,Future,MADE MY HOE FAINT,36,36,3,9/30/2024
91,Future,LOST MY DOG,35,35,3,9/30/2024
92,Future,TOLD MY,40,40,3,9/30/2024
93,Milli Vanilli,Blame It on the Rain,-,93,1,9/30/2024
94,Zach Top,I Never Lie,-,87,1,9/30/2024
95,Billie Eilish,THE GREATEST,-,23,6,9/30/2024
96,Morgan Wallen,Wasted on You,-,3,142,9/30/2024
97,Lil Baby,Right On,-,4,29,9/30/2024
98,Morgan Wallen,More than My Hometown,78,22,37,9/30/2024
99,Post Malone,Pour Me A Drink (feat. Blake Shelton),80,9,16,9/30/2024
100,PARTYNEXTDOOR,N o  C h i l l,87,46,21,9/30/2024
1,The Weeknd & Playboi Carti,Timeless,1,1,3,10/7/2024
2,Billie Eilish,BIRDS OF A FEATHER,2,2,22,10/7/2024
3,Post Malone,I Had Some Help (feat. Morgan Wallen),5,2,23,10/7/2024
4,Lady Gaga & Bruno Mars,Die With A Smile,3,1,9,10/7/2024
5,Sabrina Carpenter,Taste,4,1,8,10/7/2024
6,Sabrina Carpenter,Espresso,6,3,26,10/7/2024
7,Billie Eilish,WILDFLOWER,12,5,20,10/7/2024
8,Shaboozey,A Bar Song (Tipsy),9,2,26,10/7/2024
9,Kendrick Lamar,Not Like Us,10,1,23,10/7/2024
10,Sabrina Carpenter,Please Please Please,7,1,19,10/7/2024
11,Future,LIL DEMON,8,1,4,10/7/2024
12,Morgan Wallen,Lies Lies Lies,15,2,15,10/7/2024
13,Morgan Wallen,Cowgirls (feat. Ernest),18,12,41,10/7/2024
14,Rod Wave,25,-,1,1,10/7/2024
15,Future,PLUTOSKI,11,3,4,10/7/2024
16,Sabrina Carpenter,Bed Chem,14,9,8,10/7/2024
17,SZA,Snooze,21,3,97,10/7/2024
18,Gracie Abrams,"I Love You, I'm Sorry",75,18,4,10/7/2024
19,Zach Bryan,28,24,4,15,10/7/2024
20,Chappell Roan,"Good Luck, Babe!",17,7,19,10/7/2024
21,Future & Metro Boomin,Like That,20,1,30,10/7/2024
22,Tito Double P & Peso Pluma,DOS DÍAS,25,21,5,10/7/2024
23,Lil Baby,Freestyle,26,6,117,10/7/2024
24,Teddy Swims,Lose Control,22,15,41,10/7/2024
25,Real Boston Richey,Help Me,23,10,14,10/7/2024
26,Zach Bryan,Pink Skies,29,4,21,10/7/2024
27,Benson Boone,Beautiful Things,28,2,39,10/7/2024
28,Future,WAIT FOR U (feat. Drake & Tems),30,1,129,10/7/2024
29,Luke Combs,Ain't No Love In Oklahoma,27,12,16,10/7/2024
30,Morgan Wallen,Last Night,34,1,89,10/7/2024
31,Future & Metro Boomin,Type Shit,33,2,30,10/7/2024
32,NLE Choppa & 41,Or What,82,32,2,10/7/2024
33,Travis Scott,FE!N,49,2,29,10/7/2024
34,Peso Pluma & Neton Vega,LA PATRULLA,31,30,12,10/7/2024
35,Rod Wave,Last Lap,-,2,1,10/7/2024
36,Future,SKI,13,5,4,10/7/2024
37,Lil Baby,Sum 2 Prove,41,4,162,10/7/2024
38,Drake,Knife Talk (feat. 21 Savage & Project Pat),39,2,95,10/7/2024
39,Rod Wave,Turtle Race,-,12,1,10/7/2024
40,Future,TOO FAST,16,4,4,10/7/2024
41,Sabrina Carpenter,Juno,36,11,8,10/7/2024
42,Drake,Wants and Needs (feat. Lil Baby),72,1,118,10/7/2024
43,Rod Wave,Angel With An Attitude,-,5,1,10/7/2024
44,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),38,1,60,10/7/2024
45,Rod Wave,Apply Pressure,-,13,1,10/7/2024
46,Future,LIKE ME (feat. 42 Dugg & Lil Baby),51,40,12,10/7/2024
47,SZA,Saturn,45,2,34,10/7/2024
48,Morgan Wallen,Chasin' You,47,20,136,10/7/2024
49,Sabrina Carpenter,Good Graces,37,8,8,10/7/2024
50,Rod Wave,Federal Nightmares,-,4,1,10/7/2024
51,Rod Wave,Fuck Fame,-,7,1,10/7/2024
52,Chappell Roan,HOT TO GO!,42,25,12,10/7/2024
53,Koe Wetzel,High Road,44,11,19,10/7/2024
54,Future,TEFLON DON,19,2,4,10/7/2024
55,GloRilla,Hollon,73,8,3,10/7/2024
56,Rod Wave,Never Mind,-,9,1,10/7/2024
57,Morgan Wallen,Thought You Should Know,59,16,76,10/7/2024
58,Lil Baby,In A Minute,56,2,79,10/7/2024
59,Hozier,Too Sweet,48,5,30,10/7/2024
60,Rod Wave,The Best,-,17,1,10/7/2024
61,Tommy Richman,Million Dollar Baby,46,1,25,10/7/2024
62,Chappell Roan,Pink Pony Club,52,14,12,10/7/2024
63,Tito Double P,EL LOKERÓN,62,55,3,10/7/2024
64,Rod Wave,Even Love,-,24,1,10/7/2024
65,Future,Stick Talk,76,32,58,10/7/2024
66,Rod Wave,Fall Fast in Love,32,21,3,10/7/2024
67,Rod Wave,Mike,-,30,1,10/7/2024
68,Travis Scott,goosebumps,64,49,12,10/7/2024
69,Future,March Madness,60,28,54,10/7/2024
70,Drake,Best I Ever Had,53,13,80,10/7/2024
71,Lil Baby,Low Down,57,6,109,10/7/2024
72,Morgan Wallen,Spin You Around (1/24),61,9,37,10/7/2024
73,Fuerza Regida,NEL,55,34,12,10/7/2024
74,Rod Wave,Waited 2 Late,-,28,1,10/7/2024
75,Morgan Wallen,Thinkin’ Bout Me,63,2,85,10/7/2024
76,Rod Wave,D.A.R.E.,-,33,1,10/7/2024
77,GloRilla,WHATCHU KNO ABOUT ME,-,2,1,10/7/2024
78,Rod Wave,The Mess They Made,-,46,1,10/7/2024
79,Rod Wave,Karma,-,37,1,10/7/2024
80,Rod Wave,Lost In Love,-,25,1,10/7/2024
81,Rod Wave,Spaceship,-,47,1,10/7/2024
82,Rod Wave,Scared Love,-,36,1,10/7/2024
83,Moneybagg Yo,WHISKEY WHISKEY (feat. Morgan Wallen),66,5,18,10/7/2024
84,Luke Combs,Fast Car,69,5,82,10/7/2024
85,Rod Wave,Bachelor,-,64,1,10/7/2024
86,Rod Wave,Passport Junkie,43,10,5,10/7/2024
87,Rod Wave,Jersey Numbers,-,72,1,10/7/2024
88,Rod Wave,IRan,-,35,1,10/7/2024
89,GloRilla,PROCEDURE,-,27,1,10/7/2024
90,Luke Combs,Where the Wild Things Are,83,45,30,10/7/2024
91,GloRilla,HOW I LOOK,-,31,1,10/7/2024
92,GloRilla,STOP PLAYING,-,56,1,10/7/2024
93,GloRilla,RAIN DOWN ON ME,-,88,1,10/7/2024
94,Future,OCEAN,35,8,4,10/7/2024
95,GloRilla,I LUV HER,-,13,1,10/7/2024
96,GloRilla,STEP,-,61,1,10/7/2024
97,GloRilla,DON’T DESERVE,-,76,1,10/7/2024
98,GloRilla,TGIF,67,7,17,10/7/2024
99,Billie Eilish,CHIHIRO,77,7,19,10/7/2024
100,Noah Kahan,Stick Season,70,11,50,10/7/2024
1,Rod Wave,25,14,1,2,10/14/2024
2,Rod Wave,Last Lap,35,2,2,10/14/2024
3,GloRilla,WHATCHU KNO ABOUT ME,77,2,2,10/14/2024
4,Rod Wave,Federal Nightmares,50,4,2,10/14/2024
5,Rod Wave,Angel With An Attitude,43,5,2,10/14/2024
6,Billie Eilish,BIRDS OF A FEATHER,2,2,23,10/14/2024
7,Rod Wave,Fuck Fame,51,7,2,10/14/2024
8,GloRilla,Hollon,55,8,4,10/14/2024
9,Rod Wave,Never Mind,56,9,2,10/14/2024
10,The Weeknd & Playboi Carti,Timeless,1,1,4,10/14/2024
11,Post Malone,I Had Some Help (feat. Morgan Wallen),3,2,24,10/14/2024
12,Rod Wave,Turtle Race,39,12,2,10/14/2024
13,Rod Wave,Apply Pressure,45,13,2,10/14/2024
14,Lady Gaga & Bruno Mars,Die With A Smile,4,1,10,10/14/2024
15,Billie Eilish,WILDFLOWER,7,5,21,10/14/2024
16,GloRilla,I LUV HER,95,13,2,10/14/2024
17,Rod Wave,The Best,60,17,2,10/14/2024
18,Sabrina Carpenter,Espresso,6,3,27,10/14/2024
19,Morgan Wallen,Love Somebody,-,1,1,10/14/2024
20,Shaboozey,A Bar Song (Tipsy),8,2,27,10/14/2024
21,Rod Wave,Fall Fast in Love,66,21,4,10/14/2024
22,Sabrina Carpenter,Taste,5,1,9,10/14/2024
23,Kendrick Lamar,Not Like Us,9,1,24,10/14/2024
24,Rod Wave,Even Love,64,24,2,10/14/2024
25,Rod Wave,Lost In Love,80,25,2,10/14/2024
26,Sabrina Carpenter,Please Please Please,10,1,20,10/14/2024
27,GloRilla,PROCEDURE,89,27,2,10/14/2024
28,Rod Wave,Waited 2 Late,74,28,2,10/14/2024
29,Morgan Wallen,Lies Lies Lies,12,2,16,10/14/2024
30,Rod Wave,Mike,67,30,2,10/14/2024
31,GloRilla,HOW I LOOK,91,31,2,10/14/2024
32,BigXthaPlug,Leave Me Alone,-,26,1,10/14/2024
33,Rod Wave,D.A.R.E.,76,33,2,10/14/2024
34,Rod Wave,Passport Junkie,86,10,6,10/14/2024
35,Rod Wave,IRan,88,35,2,10/14/2024
36,Rod Wave,Scared Love,82,36,2,10/14/2024
37,Rod Wave,Karma,79,37,2,10/14/2024
38,Future,LIL DEMON,11,1,5,10/14/2024
39,Lil Baby,Freestyle,23,6,118,10/14/2024
40,SZA,Snooze,17,3,98,10/14/2024
41,GloRilla,TGIF,98,7,18,10/14/2024
42,Morgan Wallen,Cowgirls (feat. Ernest),13,12,42,10/14/2024
43,Tito Double P & Peso Pluma,DOS DÍAS,22,21,6,10/14/2024
44,Zach Bryan,28,19,4,16,10/14/2024
45,BigXthaPlug,Take Care,-,45,1,10/14/2024
46,Rod Wave,The Mess They Made,78,46,2,10/14/2024
47,Rod Wave,Spaceship,81,47,2,10/14/2024
48,Future & Metro Boomin,Like That,21,1,31,10/14/2024
49,BigXthaPlug,2AM,-,20,1,10/14/2024
50,Teddy Swims,Lose Control,24,15,42,10/14/2024
51,Gracie Abrams,"I Love You, I'm Sorry",18,18,5,10/14/2024
52,Chappell Roan,"Good Luck, Babe!",20,7,20,10/14/2024
53,Future,PLUTOSKI,15,3,5,10/14/2024
54,Sabrina Carpenter,Bed Chem,16,9,9,10/14/2024
55,Benson Boone,Beautiful Things,27,2,40,10/14/2024
56,GloRilla,STOP PLAYING,92,56,2,10/14/2024
57,Future,WAIT FOR U (feat. Drake & Tems),28,1,130,10/14/2024
58,Zach Bryan,Pink Skies,26,4,22,10/14/2024
59,Drake,Knife Talk (feat. 21 Savage & Project Pat),38,2,96,10/14/2024
60,BigXthaPlug,Change Me,-,25,1,10/14/2024
61,GloRilla,STEP,96,61,2,10/14/2024
62,Morgan Wallen,Last Night,30,1,90,10/14/2024
63,Real Boston Richey,Help Me,25,10,15,10/14/2024
64,Rod Wave,Bachelor,85,64,2,10/14/2024
65,NLE Choppa & 41,Or What,32,32,3,10/14/2024
66,Lil Baby,Sum 2 Prove,37,4,163,10/14/2024
67,Drake,Wants and Needs (feat. Lil Baby),42,1,119,10/14/2024
68,Future & Metro Boomin,Type Shit,31,2,31,10/14/2024
69,Future,LIKE ME (feat. 42 Dugg & Lil Baby),46,40,13,10/14/2024
70,Peso Pluma & Neton Vega,LA PATRULLA,34,30,13,10/14/2024
71,Travis Scott,FE!N,33,2,30,10/14/2024
72,Rod Wave,Jersey Numbers,87,72,2,10/14/2024
73,Tito Double P,EL LOKERÓN,63,55,4,10/14/2024
74,BigXthaPlug,Mmhmm,-,47,5,10/14/2024
75,BigXthaPlug,Lost The Love,-,75,1,10/14/2024
76,GloRilla,DON’T DESERVE,97,76,2,10/14/2024
77,Morgan Wallen,Chasin' You,48,20,137,10/14/2024
78,BigXthaPlug,Therapy Session,-,63,1,10/14/2024
79,BigXthaPlug,The Largest,-,59,1,10/14/2024
80,Luke Combs,Ain't No Love In Oklahoma,29,12,17,10/14/2024
81,Óscar Maydon & Fuerza Regida,Tu Boda,-,4,1,10/14/2024
82,SZA,Saturn,47,2,35,10/14/2024
83,GloRilla,LET HER COOK,-,81,1,10/14/2024
84,Future,Stick Talk,65,32,59,10/14/2024
85,Lil Baby,In A Minute,58,2,80,10/14/2024
86,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),44,1,61,10/14/2024
87,One Direction,Story Of My Life,-,87,1,10/14/2024
88,GloRilla,RAIN DOWN ON ME,93,88,2,10/14/2024
89,Sabrina Carpenter,Juno,41,11,9,10/14/2024
